Five letter identifier	Survey type	Date	Day of year 	Start time	Duration (min)	Plant Family	Plant genus	Plant species	Plant species comments	Total floral  cover (m2)	 Number of floral units	Flower visitor order	Flower visitor family	Flower visitor genus	Flower visitor species	Sex/caste	Flower visitor species comments	Number of individuals	Number of flowers visited	Photo or specimen taken?	
FHHCH	A	05/05/	126	1445	12	Boraginaceae	Trigonotis	Trigonotis peduncularis		NA	NA				0			NA	NA		
FHHCH	A	05/05/	126	1445	12	Plantaginaceae	Veronica	Veronica persica		NA	NA				0			NA	NA		
FHHCH	A	05/05/	126	1445	12	Fabaceae	Vicia	Vicia sativa		NA	NA				0			NA	NA		
FHHCH	A	04/05/	125	1650	12	Brassicaceae	Brassica	Brassica rapa var. oleifera		NA	NA	Hymenoptera	Apidae	Apis	Apis cerana			2		Yes	
FHHCH	A	04/05/	125	1650	12	Euphorbiaceae	Euphorbia	Euphorbia helioscopia		NA	NA				0			NA	NA		
FHHCH	A	04/05/	125	1650	12	Geraniaceae	Geranium	Geranium carolinianum		NA	NA				0			NA	NA		
FHHCH	A	04/05/	125	1650	12	Asteraceae	Hemistepta	Hemistepta lyrata		NA	NA	Hymenoptera	Apidae	Apis	Apis cerana			2		Yes	
FHHCH	A	04/05/	125	1650	12	Asteraceae	Lapsanastrum	Lapsanastrum apogonoides		NA	NA				0			NA	NA		
FHHCH	A	04/05/	125	1650	12	Mazaceae	Mazus	Mazus pumilus		NA	NA	Hymenoptera	Apidae	Apis	Apis cerana			1		Yes	
FHHCH	A	04/05/	125	1650	12	Ranunculaceae	Ranunculus	Ranunculus sceleratus		NA	NA				0			NA	NA		
FHHCH	A	04/05/	125	1650	12	Boraginaceae	Trigonotis	Trigonotis peduncularis		NA	NA				0			NA	NA		
FHHCH	A	04/05/	125	1650	12	Plantaginaceae	Veronica	Veronica persica		NA	NA				0			NA	NA		
FHHCH	A	04/05/	125	1650	12	Fabaceae	Vicia	Vicia sativa		NA	NA				0			NA	NA		
FQBMM	A	28/05/	149	1020	10	Rosaceae	Fragaria	Fragaria vesca		0.002	8				0			NA	NA		
FQBMM	A	28/05/	149	1020	10	Rosaceae	Geum	Geum urbanum		0.001	1				0			NA	NA		
FQBMM	A	28/05/	149	1020	10	Papaveraceae	Papaver	Papaver sp.	yellow poppy cultivar	0.003	2				0			NA	NA		
FQBMM	A	28/05/	149	1020	10	Rosaceae	Rosa	Rosa sp.		0.003	1				0			NA	NA		
FQBMM	A	08/05/	129	1245	10	Ranunculaceae	Aquilegia	Aquilegia sp.		0.002	2				0			NA	NA		
FQBMM	A	08/05/	129	1245	10	Rosaceae	Fragaria	Fragaria vesca		0.002	12				0			NA	NA		
FQBMM	A	08/05/	129	1245	10	Rosaceae	Geum	Geum urbanum		0.001	3				0			NA	NA		
FQBMM	A	08/05/	129	1245	10	Asparagaceae	Hyacinthoides	Hyacinthoides non-scripta		0.001	6				0			NA	NA		
FQBMM	A	08/05/	129	1245	10	Boraginaceae	Myosotis	Myosotis sp.		0.001	10				0			NA	NA		
FQBMM	A	08/05/	129	1245	10	Papaveraceae	Papaver	Papaver sp.	yellow poppy cultivar	0.003	4	Hymenoptera	Apidae	Bombus	Bombus terrestris/lucorum agg.		Bombus terrestris	1	3	Yes	
FQBMM	A	08/05/	129	1245	10	Violaceae	Viola	Viola cf. riviniana		0.001	3				0			NA	NA		
FQBMM	A	07/05/	128	1305	10	Ranunculaceae	Aquilegia	Aquilegia sp.		0.002	2				0			NA	NA		
FQBMM	A	07/05/	128	1305	10	Rosaceae	Fragaria	Fragaria vesca		0.002	12				0			NA	NA		
FQBMM	A	07/05/	128	1305	10	Rosaceae	Geum	Geum urbanum		0.001	4	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp.			1	2	Yes	
FQBMM	A	07/05/	128	1305	10	Asparagaceae	Hyacinthoides	Hyacinthoides non-scripta		0.001	4				0			NA	NA		
FQBMM	A	07/05/	128	1305	10	Boraginaceae	Myosotis	Myosotis sp.		0.001	11				0			NA	NA		
FQBMM	A	07/05/	128	1305	10	Papaveraceae	Papaver	Papaver sp.	yellow poppy cultivar	0.003	7				0			NA	NA		
FQBMM	A	07/05/	128	1305	10	Violaceae	Viola	Viola cf. riviniana		0.001	3				0			NA	NA		
FQBMM	A	04/05/	125	1400	10	Ranunculaceae	Aquilegia	Aquilegia sp.		0.003	3				0			NA	NA		
FQBMM	A	04/05/	125	1400	10	Rosaceae	Fragaria	Fragaria vesca		0.002	10				0			NA	NA		
FQBMM	A	04/05/	125	1400	10	Asparagaceae	Hyacinthoides	Hyacinthoides non-scripta		0.001	4				0			NA	NA		
FQBMM	A	04/05/	125	1400	10	Boraginaceae	Myosotis	Myosotis sp.		0.001	10				0			NA	NA		
FQBMM	A	04/05/	125	1400	10	Papaveraceae	Papaver	Papaver sp.	yellow poppy cultivar	0.003	7				0			NA	NA		
FQBMM	A	04/05/	125	1400	10	Violaceae	Viola	Viola cf. riviniana		0.001	3				0			NA	NA		
FQBMM	A	20/04/	111	1325	10	Rosaceae	Fragaria	Fragaria vesca		0.002	11				0			NA	NA		
FQBMM	A	20/04/	111	1325	10	Asparagaceae	Hyacinthoides	Hyacinthoides non-scripta		0.001	6				0			NA	NA		
FQBMM	A	20/04/	111	1325	10	Aquifoliaceae	Ilex	Ilex aquifolium		0.002	8				0			NA	NA		
FQBMM	A	20/04/	111	1325	10	Boraginaceae	Myosotis	Myosotis sp.		0.001	10				0			NA	NA		
FQBMM	A	20/04/	111	1325	10	Papaveraceae	Papaver	Papaver sp.		0.003	5				0			NA	NA		
FQBMM	A	16/04/	107	1250	10	Asparagaceae	Hyacinthoides	Hyacinthoides non-scripta	bluebell	0.001	6				0			NA	NA		
FQBMM	A	16/04/	107	1250	10	Boraginaceae	Myosotis	Myosotis sp.	forget-me-not	0.001	14				0			NA	NA		
FQBMM	A	16/04/	107	1250	10	Papaveraceae	Papaver	Papaver sp.	yellow poppy cultivar	0.003	5				0			NA	NA		
FQBMM	A	16/04/	107	1250	10	Rosaceae	Prunus	Prunus domestica	plum	0.001	7				0			NA	NA		
FQBMM	A	11/04/	102	1040	10	Rosaceae	Fragaria	Fragaria vesca		0.001	10				0			NA	NA		
FQBMM	A	11/04/	102	1040	10	Boraginaceae	Myosotis	Myosotis sp.		0.001	12				0			NA	NA		
FQBMM	A	11/04/	102	1040	10	Papaveraceae	Papaver	Papaver sp.	yellow poppy cultivar	0.003	5				0			NA	NA		
FQBMM	A	11/04/	102	1040	10	Rosaceae	Prunus	Prunus domestica		0.001	8				0			NA	NA		
FQBMM	A	11/04/	102	1040	10	Liliaceae	Tulipa	Tulipa gesneriana		0.002	2				0			NA	NA		
FQBMM	A	09/04/	100	1415	10	Boraginaceae	Myosotis	Myosotis sp.		0.001	12				0			NA	NA		
FQBMM	A	09/04/	100	1415	10	Papaveraceae	Papaver	Papaver sp.	yellow poppy cultivar	0.003	6				0			NA	NA		
FQBMM	A	09/04/	100	1415	10	Rosaceae	Prunus	Prunus domestica		0.001	8				0			NA	NA		
FQBMM	A	09/04/	100	1415	10	Liliaceae	Tulipa	Tulipa gesneriana		0.002	2				0			NA	NA		
GBOIS	A	31/05/	152	1229	14	Amaryllidaceae	Allium	Allium hollandicum		0.5	8	Hymenoptera	Apidae	Bombus	Bombus terrestris/lucorum agg.		Bombus terrestris	NA	NA		
GBOIS	A	31/05/	152	1229	14	Amaryllidaceae	Allium	Allium hollandicum		0.5	8	Hymenoptera	Apidae	Bombus	Bombus hypnorum			NA	NA	Yes (Photo)	
GBOIS	A	31/05/	152	1229	14	Amaryllidaceae	Allium	Allium hollandicum		0.5	8	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp.			NA	NA	Yes (Photo)	
GBOIS	A	31/05/	152	1229	14	Amaryllidaceae	Allium	Allium schoenoprasum		0.8	15				0			NA	NA		
GBOIS	A	31/05/	152	1229	14	Asteraceae	Bellis	Bellis perennis		0.03	2				0			NA	NA		
GBOIS	A	31/05/	152	1229	14	Campanulaceae	Campanula	Campanula takesimana	Campanula takesimana 'Alba'	0.08	3				0			NA	NA		
GBOIS	A	31/05/	152	1229	14	Asteraceae	Cirsium	Cirsium rivulare		0.18	10	Hymenoptera	Apidae	Bombus	Bombus hypnorum	M		NA	NA	Yes (Photo)	
GBOIS	A	31/05/	152	1229	14	Asteraceae	Cirsium	Cirsium rivulare		0.18	10	Hymenoptera	Apidae	Bombus	Bombus pratorum	M		NA	NA	Yes (Photo)	
GBOIS	A	31/05/	152	1229	14	Papaveraceae	Corydalis	Corydalis temulifolia	Corydalis temulifolia 'Chocolate Stars'	0.05	4				0			NA	NA		
GBOIS	A	31/05/	152	1229	14	Rosaceae	Fragaria	Fragaria vesca		0.13	6				0			NA	NA		
GBOIS	A	31/05/	152	1229	14	Geraniaceae	Geranium	Geranium himalayense		0.4	17	Hymenoptera	Apidae	Bombus	Bombus pratorum	M		NA	NA	Yes (Photo)	
GBOIS	A	31/05/	152	1229	14	Geraniaceae	Geranium	Geranium macrorrhizum	Geranium macrorrhizum 'Album'	0.14	17	Hymenoptera	Apidae	Bombus	Bombus pascuroum			NA	NA	Yes (Photo)	
GBOIS	A	31/05/	152	1229	14	Geraniaceae	Geranium	Geranium macrorrhizum	Geranium macrorrhizum 'Album'	0.14	17	Hymenoptera	Apidae	Bombus	Bombus pratorum	M		NA	NA	Yes (Photo)	
GBOIS	A	31/05/	152	1229	14	Rosaceae	Geum	Geum sp.	Geum 'Mai Tai'	0.04	2				0			NA	NA		
GBOIS	A	31/05/	152	1229	14	Brassicaceae	Hesperis	Hesperis matronalis	pale pink	0.52	68				0			NA	NA		
GBOIS	A	31/05/	152	1229	14	Iridaceae	Iris	Iris sibirica		0.18	6				0			NA	NA		
GBOIS	A	31/05/	152	1229	14	Iridaceae	Libertia	Libertia ixioides		0.22	22				0			NA	NA		
GBOIS	A	31/05/	152	1229	14	Brassicaceae	Lunaria	Lunaria annua		0.2	11				0			NA	NA		
GBOIS	A	31/05/	152	1229	14	Oxalidaceae	Oxalis	Oxalis oregana		0.05	1				0			NA	NA		
GBOIS	A	31/05/	152	1229	14	Asteraceae	Pericallis	Pericallis × hybrida	Pericallis x hybrida 'Senetti Violet Bicolor'	0.24	20				0			NA	NA		
GBOIS	A	31/05/	152	1229	14	Ranunculaceae	Ranunculus	Ranunculus repens		0.05	3				0			NA	NA		
GBOIS	A	31/05/	152	1229	14	Caryophyllaceae	Silene	Silene dioica		1	45				0			NA	NA		
GBOIS	A	31/05/	152	1229	14	Ranunculaceae	Trollius	Trollius × cultorum	or Trollius europaeus	0.05	5				0			NA	NA		
GBOIS	A	28/05/	149	1210	7	Amaryllidaceae	Allium	Allium hollandicum		0.5	8	Hymenoptera	Apidae	Bombus	Bombus pratorum			NA	NA		
GBOIS	A	28/05/	149	1210	7	Amaryllidaceae	Allium	Allium schoenoprasum		0.8	15	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp.			NA	NA	Yes (Photo)	
GBOIS	A	28/05/	149	1210	7	Amaryllidaceae	Allium	Allium schoenoprasum		0.8	15	Hymenoptera	Apidae	Bombus	Bombus pratorum			NA	NA	Yes (Photo)	
GBOIS	A	28/05/	149	1210	7	Asteraceae	Bellis	Bellis perennis		0.04	3				0			NA	NA		
GBOIS	A	28/05/	149	1210	7	Campanulaceae	Campanula	Campanula takesimana	Campanula takesimana 'Alba'	0.05	2				0			NA	NA		
GBOIS	A	28/05/	149	1210	7	Asteraceae	Centaurea	Centaurea scabiosa		0.06	2				0			NA	NA		
GBOIS	A	28/05/	149	1210	7	Asteraceae	Cirsium	Cirsium rivulare		0.2	12				0			NA	NA		
GBOIS	A	28/05/	149	1210	7	Papaveraceae	Corydalis	Corydalis temulifolia	Corydalis temulifolia 'Chocolate Stars'	0.05	4				0			NA	NA		
GBOIS	A	28/05/	149	1210	7	Rosaceae	Fragaria	Fragaria vesca		0.13	6				0			NA	NA		
GBOIS	A	28/05/	149	1210	7	Geraniaceae	Geranium	Geranium himalayense		0.41	19	Hymenoptera	Apidae	Bombus	Bombus pratorum			NA	NA	Yes (Photo)	
GBOIS	A	28/05/	149	1210	7	Geraniaceae	Geranium	Geranium macrorrhizum	Geranium macrorrhizum 'Album'	0.15	19	Hymenoptera	Apidae	Bombus	Bombus pascuorum			NA	NA	Yes (Photo)	
GBOIS	A	28/05/	149	1210	7	Rosaceae	Geum	Geum sp.	Geum 'Mai Tai'	0.08	5				0			NA	NA		
GBOIS	A	28/05/	149	1210	7	Brassicaceae	Hesperis	Hesperis matronalis	pale pink	0.6	84				0			NA	NA		
GBOIS	A	28/05/	149	1210	7	Iridaceae	Iris	Iris sibirica		0.15	5	Hymenoptera	Apidae	Bombus	Bombus pascuorum			NA	NA	Yes (Photo)	
GBOIS	A	28/05/	149	1210	7	Iridaceae	Libertia	Libertia ixioides		0.2	19				0			NA	NA		
GBOIS	A	28/05/	149	1210	7	Brassicaceae	Lunaria	Lunaria annua		0.29	15				0			NA	NA		
GBOIS	A	28/05/	149	1210	7	Asteraceae	Pericallis	Pericallis × hybrida	Pericallis x hybrida 'Senetti Violet Bicolor'	0.2	18				0			NA	NA		
GBOIS	A	28/05/	149	1210	7	Ranunculaceae	Ranunculus	Ranunculus repens		0.05	3				0			NA	NA		
GBOIS	A	28/05/	149	1210	7	Caryophyllaceae	Silene	Silene dioica		1.2	54				0			NA	NA		
GBOIS	A	28/05/	149	1210	7	Caryophyllaceae	Silene	Silene dioica		1.2	54				0			NA	NA		
GBOIS	A	28/05/	149	1210	7	Ranunculaceae	Trollius	Trollius × cultorum	or Trollius europaeus	0.08	6				0			NA	NA		
GBOIS	A	27/05/	148	1321	10	Amaryllidaceae	Allium	Allium hollandicum		0.5	8	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp.			NA	NA	Yes (Photo)	
GBOIS	A	27/05/	148	1321	10	Amaryllidaceae	Allium	Allium hollandicum		0.5	8	Hymenoptera	Apidae	Bombus	Bombus terrestris/lucorum agg.		Bombus terrestris	NA	NA	Yes (Photo)	
GBOIS	A	27/05/	148	1321	10	Amaryllidaceae	Allium	Allium hollandicum		0.5	8	Hymenoptera	Apidae	Bombus	Bombus pratorum			NA	NA	Yes (Photo)	
GBOIS	A	27/05/	148	1321	10	Amaryllidaceae	Allium	Allium hollandicum		0.5	8	Hymenoptera	Apidae	Bombus	Bombus hypnorum			NA	NA	Yes (Photo)	
GBOIS	A	27/05/	148	1321	10	Amaryllidaceae	Allium	Allium schoenoprasum		0.8	15				0			NA	NA		
GBOIS	A	27/05/	148	1321	10	Asteraceae	Bellis	Bellis perennis		0.02	2				0			NA	NA		
GBOIS	A	27/05/	148	1321	10	Asteraceae	Centaurea	Centaurea scabiosa		0.06	2				0			NA	NA		
GBOIS	A	27/05/	148	1321	10	Asteraceae	Cirsium	Cirsium rivulare		0.2	12	Hymenoptera	Apidae	Bombus	Bombus pascuorum			NA	NA		
GBOIS	A	27/05/	148	1321	10	Asteraceae	Cirsium	Cirsium rivulare		0.2	12				0			NA	NA		
GBOIS	A	27/05/	148	1321	10	Papaveraceae	Corydalis	Corydalis temulifolia	Corydalis temulifolia 'Chocolate Stars'	0.05	4				0			NA	NA		
GBOIS	A	27/05/	148	1321	10	Rosaceae	Fragaria	Fragaria vesca		0.16	9				0			NA	NA		
GBOIS	A	27/05/	148	1321	10	Geraniaceae	Geranium	Geranium himalayense		0.45	28	Hymenoptera	Apidae	Bombus	Bombus lapidarius	M		NA	NA	Yes (Photo)	
GBOIS	A	27/05/	148	1321	10	Geraniaceae	Geranium	Geranium macrorrhizum	Geranium macrorrhizum 'Album'	0.2	26	Hymenoptera	Apidae	Bombus	Bombus pascuorum			NA	NA		
GBOIS	A	27/05/	148	1321	10	Geraniaceae	Geranium	Geranium macrorrhizum	Geranium macrorrhizum 'Album'	0.2	26	Hymenoptera	Apidae	Bombus	Bombus lapidarius	M		NA	NA	Yes (Photo)	
GBOIS	A	27/05/	148	1321	10	Rosaceae	Geum	Geum sp.	Geum 'Mai Tai'	0.1	6	Hymenoptera	Apidae	Bombus	Bombus sp.		dark colour	NA	NA		
GBOIS	A	27/05/	148	1321	10	Brassicaceae	Hesperis	Hesperis matronalis	pale pink	0.55	72				0			NA	NA		
GBOIS	A	27/05/	148	1321	10	Iridaceae	Iris	Iris sibirica		0.15	5	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp.			NA	NA		
GBOIS	A	27/05/	148	1321	10	Iridaceae	Libertia	Libertia ixioides		0.06	8				0			NA	NA		
GBOIS	A	27/05/	148	1321	10	Brassicaceae	Lunaria	Lunaria annua		0.3	16				0			NA	NA		
GBOIS	A	27/05/	148	1321	10	Asteraceae	Pericallis	Pericallis × hybrida	Pericallis x hybrida 'Senetti Violet Bicolor'	0.2	18				0			NA	NA		
GBOIS	A	27/05/	148	1321	10	Ranunculaceae	Ranunculus	Ranunculus repens		0.05	2				0			NA	NA		
GBOIS	A	27/05/	148	1321	10	Caryophyllaceae	Silene	Silene dioica		1.1	49				0			NA	NA		
GBOIS	A	27/05/	148	1321	10	Caryophyllaceae	Silene	Silene dioica		1.1	49				0			NA	NA		
GBOIS	A	27/05/	148	1321	10	Ranunculaceae	Trollius	Trollius × cultorum	or Trollius europaeus	0.09	7				0			NA	NA		
GBOIS	A	26/05/	147	1349	9	Amaryllidaceae	Allium	Allium hollandicum		0.45	7				0			NA	NA		
GBOIS	A	26/05/	147	1349	9	Amaryllidaceae	Allium	Allium schoenoprasum		0.1	8				0			NA	NA		
GBOIS	A	26/05/	147	1349	9	Asteraceae	Bellis	Bellis perennis		0.02	2				0			NA	NA		
GBOIS	A	26/05/	147	1349	9	Asteraceae	Centaurea	Centaurea scabiosa		0.06	2				0			NA	NA		
GBOIS	A	26/05/	147	1349	9	Asteraceae	Cirsium	Cirsium rivulare		0.2	12	Hymenoptera	Apidae	Bombus	Bombus pascuorum			NA	NA	Yes (Photo)	
GBOIS	A	26/05/	147	1349	9	Asteraceae	Cirsium	Cirsium rivulare		0.2	12	Hymenoptera	Apidae	Bombus	Bombus pratorum			NA	NA		
GBOIS	A	26/05/	147	1349	9	Papaveraceae	Corydalis	Corydalis temulifolia	Corydalis temulifolia 'Chocolate Stars'	0.06	5	Hymenoptera	Apidae	Bombus	Bombus pratorum			NA	NA		
GBOIS	A	26/05/	147	1349	9	Rosaceae	Fragaria	Fragaria vesca		0.16	9	Hymenoptera	Apidae	Bombus	Bombus pratorum			NA	NA	Yes (Photo)	
GBOIS	A	26/05/	147	1349	9	Geraniaceae	Geranium	Geranium himalayense		0.4	31	Hymenoptera	Apidae	Bombus	Bombus pratorum			NA	NA	Yes (Photo)	
GBOIS	A	26/05/	147	1349	9	Geraniaceae	Geranium	Geranium macrorrhizum	Geranium macrorrhizum 'Album'	0.22	27	Hymenoptera	Apidae	Bombus	Bombus pascuorum			NA	NA	Yes (Photo)	
GBOIS	A	26/05/	147	1349	9	Geraniaceae	Geranium	Geranium macrorrhizum	Geranium macrorrhizum 'Album'	0.22	27	Hymenoptera	Apidae	Bombus	Bombus terrestris/lucorum agg.		Bombus terrestris	NA	NA		
GBOIS	A	26/05/	147	1349	9	Rosaceae	Geum	Geum sp.	Geum 'Mai Tai'	0.06	3				0			NA	NA		
GBOIS	A	26/05/	147	1349	9	Brassicaceae	Hesperis	Hesperis matronalis	pale pink	0.55	73	Hymenoptera	Apidae	Bombus	Bombus hypnorum			NA	NA	Yes (Photo)	
GBOIS	A	26/05/	147	1349	9	Iridaceae	Iris	Iris sibirica		0.1	4				0			NA	NA		
GBOIS	A	26/05/	147	1349	9	Brassicaceae	Lunaria	Lunaria annua		0.3	17				0			NA	NA		
GBOIS	A	26/05/	147	1349	9	Asteraceae	Pericallis	Pericallis × hybrida	Pericallis x hybrida 'Senetti Violet Bicolor'	0.2	18				0			NA	NA		
GBOIS	A	26/05/	147	1349	9	Caryophyllaceae	Silene	Silene dioica		1.2	54	Hymenoptera	Apidae	Bombus	Bombus terrestris/lucorum agg.		Bombus terrestris	NA	NA		
GBOIS	A	26/05/	147	1349	9	Caryophyllaceae	Silene	Silene dioica		1.2	54	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp.			NA	NA	Yes (Photo)	
GBOIS	A	26/05/	147	1349	9	Ranunculaceae	Trollius	Trollius × cultorum	or Trollius europaeus	0.09	7				0			NA	NA		
GBOIS	A	21/05/	142	1326	9	Amaryllidaceae	Allium	Allium hollandicum		0.08	1				0			NA	NA		
GBOIS	A	21/05/	142	1326	9	Amaryllidaceae	Allium	Allium schoenoprasum		0.07	3				0			NA	NA		
GBOIS	A	21/05/	142	1326	9	Ranunculaceae	Aquilegia	Aquilegia vulgaris	Aquilegia vulgaris ‘William Guinness’	0.06	2	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp.			NA	NA	Yes (Photo)	
GBOIS	A	21/05/	142	1326	9	Asteraceae	Bellis	Bellis perennis		0.03	3				0			NA	NA		
GBOIS	A	21/05/	142	1326	9	Asteraceae	Centaurea	Centaurea scabiosa		0.06	2				0			NA	NA		
GBOIS	A	21/05/	142	1326	9	Asteraceae	Cirsium	Cirsium rivulare		0.18	10				0			NA	NA		
GBOIS	A	21/05/	142	1326	9	Papaveraceae	Corydalis	Corydalis temulifolia	Corydalis temulifolia 'Chocolate Stars'	0.08	5	Hymenoptera	Apidae	Bombus	Bombus pascuorum			NA	NA		
GBOIS	A	21/05/	142	1326	9	Rosaceae	Fragaria	Fragaria vesca		0.3	14				0			NA	NA		
GBOIS	A	21/05/	142	1326	9	Geraniaceae	Geranium	Geranium himalayense		0.5	41				0			NA	NA		
GBOIS	A	21/05/	142	1326	9	Rosaceae	Geum	Geum sp.	Geum 'Mai Tai'	0.09	5	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp.			NA	NA	Yes (Photo)	
GBOIS	A	21/05/	142	1326	9	Geraniaceae	Geranium	Geum sp.	Geum 'Mai Tai'	0.22	28				0			NA	NA		
GBOIS	A	21/05/	142	1326	9	Brassicaceae	Hesperis	Hesperis matronalis	pale pink	0.52	59				0			NA	NA		
GBOIS	A	21/05/	142	1326	9	Asparagaceae	Hyacinthoides	Hyacinthoides non-scripta		0.29	15				0			NA	NA		
GBOIS	A	21/05/	142	1326	9	Brassicaceae	Lunaria	Lunaria annua		0.5	51				0			NA	NA		
GBOIS	A	21/05/	142	1326	9	Oxalidaceae	Oxalis	Oxalis oregana		0.03	3				0			NA	NA		
GBOIS	A	21/05/	142	1326	9	Asteraceae	Pericallis	Pericallis × hybrida	Pericallis x hybrida 'Senetti Violet Bicolor'	0.24	21				0			NA	NA		
GBOIS	A	21/05/	142	1326	9	Ericaceae	Rhododendron	Rhododendron × kosteranum	synonym: Rhododendron mollis, Mollis Azalea	1.4	55				0			NA	NA		
GBOIS	A	21/05/	142	1326	9	Caryophyllaceae	Silene	Silene dioica		0.7	50	Hymenoptera	Apidae	Bombus	Bombus terrestris/lucorum agg.		Bombus terrestris	NA	NA	Yes (Photo)	
GBOIS	A	21/05/	142	1326	9	Ranunculaceae	Trollius	Trollius × cultorum	or Trollius europaeus	0.08	6				0			NA	NA		
GBOIS	A	20/05/	141	1242	9	Ranunculaceae	Aquilegia	Aquilegia vulgaris	Aquilegia vulgaris ‘William Guinness’	0.06	2				0			NA	NA		
GBOIS	A	20/05/	141	1242	9	Asteraceae	Bellis	Bellis perennis		0.03	3				0			NA	NA		
GBOIS	A	20/05/	141	1242	9	Asteraceae	Centaurea	Centaurea scabiosa		0.06	2				0			NA	NA		
GBOIS	A	20/05/	141	1242	9	Asteraceae	Cirsium	Cirsium rivulare		0.18	10	Hymenoptera	Apidae	Bombus	Bombus pascuorum	M		NA	NA	Yes (Photo)	
GBOIS	A	20/05/	141	1242	9	Papaveraceae	Corydalis	Corydalis temulifolia	Corydalis temulifolia 'Chocolate Stars'	0.08	5				0			NA	NA		
GBOIS	A	20/05/	141	1242	9	Rosaceae	Fragaria	Fragaria vesca		0.3	14				0			NA	NA		
GBOIS	A	20/05/	141	1242	9	Geraniaceae	Geranium	Geranium himalayense		0.5	42				0			NA	NA		
GBOIS	A	20/05/	141	1242	9	Geraniaceae	Geranium	Geranium macrorrhizum	Geranium macrorrhizum 'Album'	0.25	30				0			NA	NA		
GBOIS	A	20/05/	141	1242	9	Rosaceae	Geum	Geum sp.	Geum 'Mai Tai'	0.09	5				0			NA	NA		
GBOIS	A	20/05/	141	1242	9	Brassicaceae	Hesperis	Hesperis matronalis	pale pink	0.5	51				0			NA	NA		
GBOIS	A	20/05/	141	1242	9	Asparagaceae	Hyacinthoides	Hyacinthoides non-scripta		0.3	16				0			NA	NA		
GBOIS	A	20/05/	141	1242	9	Brassicaceae	Lunaria	Lunaria annua		0.5	52				0			NA	NA		
GBOIS	A	20/05/	141	1242	9	Oxalidaceae	Oxalis	Oxalis oregana		0.03	3				0			NA	NA		
GBOIS	A	20/05/	141	1242	9	Asteraceae	Pericallis	Pericallis × hybrida	Pericallis x hybrida 'Senetti Violet Bicolor'	0.24	21				0			NA	NA		
GBOIS	A	20/05/	141	1242	9	Ericaceae	Rhododendron	Rhododendron × kosteranum	synonym: Rhododendron mollis, Mollis Azalea	1.5	64				0			NA	NA		
GBOIS	A	20/05/	141	1242	9	Caryophyllaceae	Silene	Silene dioica		0.6	46	Hymenoptera	Apidae	Bombus	Bombus terrestris/lucorum agg.		Bombus terrestris	NA	NA	Yes (Photo)	
GBOIS	A	20/05/	141	1242	9	Caryophyllaceae	Silene	Silene dioica		0.6	46	Hymenoptera	Apidae	Bombus	Bombus pratorum			NA	NA		
GBOIS	A	20/05/	141	1242	9	Ranunculaceae	Trollius	Trollius × cultorum	or Trollius europaeus	0.08	6				0			NA	NA		
GBOIS	A	13/05/	134	1305	7	Ranunculaceae	Aquilegia	Aquilegia vulgaris	Aquilegia vulgaris ‘William Guinness’	0.06	2				0			NA	NA		
GBOIS	A	13/05/	134	1305	7	Asteraceae	Centaurea	Centaurea scabiosa		0.06	2	Hymenoptera	Apidae	Bombus	Bombus hypnorum			NA	NA		
GBOIS	A	13/05/	134	1305	7	Asteraceae	Cirsium	Cirsium rivulare		0.09	3				0			NA	NA		
GBOIS	A	13/05/	134	1305	7	Papaveraceae	Corydalis	Corydalis temulifolia	Corydalis temulifolia 'Chocolate Stars'	0.12	11				0			NA	NA		
GBOIS	A	13/05/	134	1305	7	Rosaceae	Fragaria	Fragaria vesca		0.09	8				0			NA	NA		
GBOIS	A	13/05/	134	1305	7	Geraniaceae	Geranium	Geranium himalayense		0.05	4				0			NA	NA		
GBOIS	A	13/05/	134	1305	7	Geraniaceae	Geranium	Geranium macrorrhizum	Geranium macrorrhizum 'Album'	0.15	26				0			NA	NA		
GBOIS	A	13/05/	134	1305	7	Rosaceae	Geum	Geum sp.	Geum 'Mai Tai'	0.04	2				0			NA	NA		
GBOIS	A	13/05/	134	1305	7	Brassicaceae	Hesperis	Hesperis matronalis	pale pink	0.08	10				0			NA	NA	Yes (Photo)	
GBOIS	A	13/05/	134	1305	7	Asparagaceae	Hyacinthoides	Hyacinthoides non-scripta		0.7	23				0			NA	NA		
GBOIS	A	13/05/	134	1305	7	Papaveraceae	Lamprocapnos	Lamprocapnos spectabilis		0.02	2				0			NA	NA		
GBOIS	A	13/05/	134	1305	7	Brassicaceae	Lunaria	Lunaria annua		0.4	51				0			NA	NA		
GBOIS	A	13/05/	134	1305	7	Asteraceae	Pericallis	Pericallis × hybrida	Pericallis x hybrida 'Senetti Violet Bicolor'	0.2	18				0			NA	NA		
GBOIS	A	13/05/	134	1305	7	Primulaceae	Primula	Primula vulgaris	Primula vulgaris 'Butterscotch'	0.13	14				0			NA	NA		
