Five letter identifier	Survey type	Date	Day of year 	Start time	Duration (min)	Plant Family	Plant genus	Plant species	Plant species comments	Total floral  cover (m2)	 Number of floral units	Flower visitor order	Flower visitor family	Flower visitor genus	Flower visitor species	Sex/caste	Flower visitor species comments	Number of individuals	Number of flowers visited	Photo or specimen taken?	
GBOIS	A	13/05/	134	1305	7	Primulaceae	Primula	Primula vulgaris		0.03	2				0			NA	NA		
GBOIS	A	13/05/	134	1305	7	Ericaceae	Rhododendron	Rhododendron × kosteranum	synonym: Rhododendron mollis, Mollis Azalea	2.3	79				0			NA	NA		
GBOIS	A	13/05/	134	1305	7	Caryophyllaceae	Silene	Silene dioica		1.5	52				0			NA	NA		
GBOIS	A	13/05/	134	1305	7	Asteraceae	Taraxacum	Taraxacum agg.		0.03	2				0			NA	NA		
GBOIS	A	13/05/	134	1305	7	Ranunculaceae	Trollius	Trollius × cultorum	or Trollius europaeus	0.06	3				0			NA	NA		
GBOIS	A	11/05/	132	1301	10	Ranunculaceae	Aquilegia	Aquilegia vulgaris	Aquilegia vulgaris ‘William Guinness’	0.06	2				0			NA	NA		
GBOIS	A	11/05/	132	1301	10	Asteraceae	Centaurea	Centaurea scabiosa		0.06	2				0			NA	NA		
GBOIS	A	11/05/	132	1301	10	Asteraceae	Cirsium	Cirsium rivulare		0.09	3				0			NA	NA		
GBOIS	A	11/05/	132	1301	10	Papaveraceae	Corydalis	Corydalis flexuosa		0.05	2				0			NA	NA		
GBOIS	A	11/05/	132	1301	10	Papaveraceae	Corydalis	Corydalis temulifolia	Corydalis temulifolia 'Chocolate Stars'	0.12	11				0			NA	NA		
GBOIS	A	11/05/	132	1301	10	Rosaceae	Fragaria	Fragaria vesca		0.09	8				0			NA	NA		
GBOIS	A	11/05/	132	1301	10	Geraniaceae	Geranium	Geranium macrorrhizum	Geranium macrorrhizum 'Album'	0.14	24				0			NA	NA		
GBOIS	A	11/05/	132	1301	10	Rosaceae	Geum	Geum sp.	Geum 'Mai Tai'	0.06	5				0			NA	NA		
GBOIS	A	11/05/	132	1301	10	Brassicaceae	Hesperis	Hesperis matronalis	pale pink	0.07	7				0			NA	NA		
GBOIS	A	11/05/	132	1301	10	Asparagaceae	Hyacinthoides	Hyacinthoides non-scripta		0.7	23	Hymenoptera	Apidae	Bombus	Bombus pratorum			NA	NA	Yes (Photo)	
GBOIS	A	11/05/	132	1301	10	Asparagaceae	Hyacinthoides	Hyacinthoides non-scripta		0.7	23	Hymenoptera	Megachilidae	Osmia	Osmia bicornis	F		NA	NA		
GBOIS	A	11/05/	132	1301	10	Papaveraceae	Lamprocapnos	Lamprocapnos spectabilis		0.02	2				0			NA	NA		
GBOIS	A	11/05/	132	1301	10	Brassicaceae	Lunaria	Lunaria annua		0.3	46	Diptera	Syrphidae		Syrphidae sp.		Platycheirus type	NA	NA		
GBOIS	A	11/05/	132	1301	10	Asteraceae	Pericallis	Pericallis × hybrida	Pericallis x hybrida 'Senetti Violet Bicolor'	0.15	16	Hymenoptera	Apidae	Bombus	Bombus pratorum			NA	NA	Yes (Photo)	
GBOIS	A	11/05/	132	1301	10	Primulaceae	Primula	Primula vulgaris	Primula vulgaris 'Butterscotch'	0.17	24				0			NA	NA		
GBOIS	A	11/05/	132	1301	10	Primulaceae	Primula	Primula vulgaris		0.05	3				0			NA	NA		
GBOIS	A	11/05/	132	1301	10	Ericaceae	Rhododendron	Rhododendron × kosteranum	synonym: Rhododendron mollis, Mollis Azalea	2.9	86				0			NA	NA		
GBOIS	A	11/05/	132	1301	10	Caryophyllaceae	Silene	Silene dioica		2	62	Hymenoptera	Apidae	Bombus	Bombus pratorum			NA	NA	Yes (Photo)	
GBOIS	A	11/05/	132	1301	10	Caryophyllaceae	Silene	Silene dioica		2	62	Hymenoptera	Megachilidae	Osmia	Osmia bicornis	F		NA	NA		
GBOIS	A	11/05/	132	1301	10	Asteraceae	Taraxacum	Taraxacum agg.		0.06	2				0			NA	NA		
GBOIS	A	11/05/	132	1301	10	Ranunculaceae	Trollius	Trollius × cultorum	or Trollius europaeus	0.08	4				0			NA	NA		
GBOIS	A	09/05/	130	1400	7	Ranunculaceae	Aquilegia	Aquilegia vulgaris	Aquilegia vulgaris ‘William Guinness’	0.12	4				0			NA	NA		
GBOIS	A	09/05/	130	1400	7	Asteraceae	Centaurea	Centaurea scabiosa		0.06	2				0			NA	NA		
GBOIS	A	09/05/	130	1400	7	Asteraceae	Cirsium	Cirsium rivulare		0.08	3				0			NA	NA		
GBOIS	A	09/05/	130	1400	7	Papaveraceae	Corydalis	Corydalis flexuosa		0.05	2				0			NA	NA		
GBOIS	A	09/05/	130	1400	7	Papaveraceae	Corydalis	Corydalis temulifolia	Corydalis temulifolia 'Chocolate Stars'	0.12	12				0			NA	NA		
GBOIS	A	09/05/	130	1400	7	Rosaceae	Fragaria	Fragaria vesca		0.15	13				0			NA	NA		
GBOIS	A	09/05/	130	1400	7	Rosaceae	Geum	Geum sp.	Geum 'Mai Tai'	0.05	4				0			NA	NA		
GBOIS	A	09/05/	130	1400	7	Brassicaceae	Hesperis	Hesperis matronalis	pale pink	0.05	3				0			NA	NA		
GBOIS	A	09/05/	130	1400	7	Asparagaceae	Hyacinthoides	Hyacinthoides non-scripta		0.9	27				0			NA	NA		
GBOIS	A	09/05/	130	1400	7	Papaveraceae	Lamprocapnos	Lamprocapnos spectabilis		0.02	2				0			NA	NA		
GBOIS	A	09/05/	130	1400	7	Brassicaceae	Lunaria	Lunaria annua		0.3	41				0			NA	NA		
GBOIS	A	09/05/	130	1400	7	Asteraceae	Pericallis	Pericallis × hybrida	Pericallis x hybrida 'Senetti Violet Bicolor'	0.15	16				0			NA	NA		
GBOIS	A	09/05/	130	1400	7	Primulaceae	Primula	Primula vulgaris	Primula vulgaris 'Butterscotch'	0.2	32				0			NA	NA		
GBOIS	A	09/05/	130	1400	7	Primulaceae	Primula	Primula vulgaris		0.05	3				0			NA	NA		
GBOIS	A	09/05/	130	1400	7	Ericaceae	Rhododendron	Rhododendron × kosteranum	synonym: Rhododendron mollis, Mollis Azalea	3.7	101				0			NA	NA		
GBOIS	A	09/05/	130	1400	7	Caryophyllaceae	Silene	Silene dioica		1.8	59	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp.			NA	NA	Yes (Photo)	
GBOIS	A	09/05/	130	1400	7	Asteraceae	Taraxacum	Taraxacum agg.		0.03	1				0			NA	NA		
GBOIS	A	09/05/	130	1400	7	Ranunculaceae	Trollius	Trollius × cultorum	or Trollius europaeus	0.08	4				0			NA	NA		
GBOIS	A	08/05/	129	1315	10	Ranunculaceae	Aquilegia	Aquilegia vulgaris	Aquilegia vulgaris ‘William Guinness’	0.12	4				0			NA	NA		
GBOIS	A	08/05/	129	1315	10	Asteraceae	Centaurea	Centaurea scabiosa		0.03	1				0			NA	NA		
GBOIS	A	08/05/	129	1315	10	Asteraceae	Cirsium	Cirsium rivulare		0.06	2				0			NA	NA		
GBOIS	A	08/05/	129	1315	10	Papaveraceae	Corydalis	Corydalis flexuosa		0.07	3				0			NA	NA		
GBOIS	A	08/05/	129	1315	10	Papaveraceae	Corydalis	Corydalis temulifolia	Corydalis temulifolia 'Chocolate Stars'	0.12	12				0			NA	NA		
GBOIS	A	08/05/	129	1315	10	Rosaceae	Fragaria	Fragaria vesca		0.15	13	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp.			NA	NA	Yes (Photo)	
GBOIS	A	08/05/	129	1315	10	Rosaceae	Fragaria	Fragaria vesca		0.15	13	Diptera	Syrphidae		Syrphidae sp.		Platycheirus type	NA	NA	Yes (Photo)	
GBOIS	A	08/05/	129	1315	10	Rosaceae	Geum	Geum sp.	Geum 'Mai Tai'	0.03	2				0			NA	NA		
GBOIS	A	08/05/	129	1315	10	Asparagaceae	Hyacinthoides	Hyacinthoides non-scripta		0.9	27	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp.			NA	NA	Yes (Photo)	
GBOIS	A	08/05/	129	1315	10	Papaveraceae	Lamprocapnos	Lamprocapnos spectabilis		0.03	3				0			NA	NA		
GBOIS	A	08/05/	129	1315	10	Brassicaceae	Lunaria	Lunaria annua		0.3	42	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp.			NA	NA	Yes (Photo)	
GBOIS	A	08/05/	129	1315	10	Asteraceae	Pericallis	Pericallis × hybrida	Pericallis x hybrida 'Senetti Violet Bicolor'	0.11	14				0			NA	NA		
GBOIS	A	08/05/	129	1315	10	Primulaceae	Primula	Primula vulgaris	Primula vulgaris 'Butterscotch'	0.2	34				0			NA	NA		
GBOIS	A	08/05/	129	1315	10	Primulaceae	Primula	Primula vulgaris		0.1	6				0			NA	NA		
GBOIS	A	08/05/	129	1315	10	Ericaceae	Rhododendron	Rhododendron × kosteranum	synonym: Rhododendron mollis, Mollis Azalea	3.8	108				0			NA	NA		
GBOIS	A	08/05/	129	1315	10	Caryophyllaceae	Silene	Silene dioica		2	63	Diptera	Syrphidae		Syrphidae sp.		Platycheirus type	NA	NA		
GBOIS	A	08/05/	129	1315	10	Caryophyllaceae	Silene	Silene dioica		2	63	Diptera	Syrphidae		Syrphidae sp.		Platycheirus type	NA	NA		
GBOIS	A	08/05/	129	1315	10	Asteraceae	Taraxacum	Taraxacum agg.		0.03	1				0			NA	NA		
GBOIS	A	08/05/	129	1315	10	Ranunculaceae	Trollius	Trollius × cultorum	or Trollius europaeus	0.08	4				0			NA	NA		
GBOIS	A	06/05/	127	1246	8	Ranunculaceae	Aquilegia	Aquilegia vulgaris	Aquilegia vulgaris ‘William Guinness’	0.03	2				0			NA	NA		
GBOIS	A	06/05/	127	1246	8	Asteraceae	Centaurea	Centaurea scabiosa		0.03	1				0			NA	NA		
GBOIS	A	06/05/	127	1246	8	Asteraceae	Cirsium	Cirsium rivulare		0.03	1				0			NA	NA		
GBOIS	A	06/05/	127	1246	8	Papaveraceae	Corydalis	Corydalis flexuosa		0.06	6				0			NA	NA		
GBOIS	A	06/05/	127	1246	8	Papaveraceae	Corydalis	Corydalis temulifolia	Corydalis temulifolia 'Chocolate Stars'	0.25	23				0			NA	NA		
GBOIS	A	06/05/	127	1246	8	Rosaceae	Fragaria	Fragaria vesca		0.1	11				0			NA	NA		
GBOIS	A	06/05/	127	1246	8	Rosaceae	Geum	Geum sp.	Geum 'Mai Tai'	0.02	1				0			NA	NA		
GBOIS	A	06/05/	127	1246	8	Asparagaceae	Hyacinthoides	Hyacinthoides non-scripta		0.8	29	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp.			NA	NA	Yes (Photo)	
GBOIS	A	06/05/	127	1246	8	Papaveraceae	Lamprocapnos	Lamprocapnos spectabilis		0.03	3				0			NA	NA		
GBOIS	A	06/05/	127	1246	8	Brassicaceae	Lunaria	Lunaria annua		0.3	44				0			NA	NA		
GBOIS	A	06/05/	127	1246	8	Oxalidaceae	Oxalis	Oxalis oregana		0.05	2				0			NA	NA		
GBOIS	A	06/05/	127	1246	8	Asteraceae	Pericallis	Pericallis × hybrida	Pericallis x hybrida 'Senetti Violet Bicolor'	0.11	14				0			NA	NA		
GBOIS	A	06/05/	127	1246	8	Primulaceae	Primula	Primula vulgaris	Primula vulgaris 'Butterscotch'	0.25	40				0			NA	NA		
GBOIS	A	06/05/	127	1246	8	Primulaceae	Primula	Primula vulgaris		0.1	6				0			NA	NA		
GBOIS	A	06/05/	127	1246	8	Ericaceae	Rhododendron	Rhododendron × kosteranum	synonym: Rhododendron mollis, Mollis Azalea	4	120				0			NA	NA		
GBOIS	A	06/05/	127	1246	8	Caryophyllaceae	Silene	Silene dioica		2	65				0			NA	NA		
GBOIS	A	06/05/	127	1246	8	Asteraceae	Taraxacum	Taraxacum agg.		0.05	2				0			NA	NA		
GBOIS	A	06/05/	127	1246	8	Ranunculaceae	Trollius	Trollius × cultorum	or Trollius europaeus	0.1	5				0			NA	NA		
GBOIS	A	26/04/	117	1325	7	Asteraceae	Centaurea	Centaurea scabiosa		0.03	1				0			NA	NA		
GBOIS	A	26/04/	117	1325	7	Papaveraceae	Corydalis	Corydalis flexuosa		0.11	11				0			NA	NA		
GBOIS	A	26/04/	117	1325	7	Papaveraceae	Corydalis	Corydalis temulifolia	Corydalis temulifolia 'Chocolate Stars'	0.16	24				0			NA	NA		
GBOIS	A	26/04/	117	1325	7	Berberidaceae	Epimedium	Epimedium x youngianum	Epimedium x youngianum 'Niveum'	0.2	10				0			NA	NA		
GBOIS	A	26/04/	117	1325	7	Rosaceae	Fragaria	Fragaria vesca		0.05	6				0			NA	NA		
GBOIS	A	26/04/	117	1325	7	Liliaceae	Fritillaria	Fritillaria meleagris		0.03	1				0			NA	NA		
GBOIS	A	26/04/	117	1325	7	Asparagaceae	Hyacinthoides	Hyacinthoides non-scripta		0.09	13				0			NA	NA		
GBOIS	A	26/04/	117	1325	7	Papaveraceae	Lamprocapnos	Lamprocapnos spectabilis		0.03	3				0			NA	NA		
GBOIS	A	26/04/	117	1325	7	Brassicaceae	Lunaria	Lunaria annua		0.07	18				0			NA	NA		
GBOIS	A	26/04/	117	1325	7	Oxalidaceae	Oxalis	Oxalis oregana		0.03	3				0			NA	NA		
GBOIS	A	26/04/	117	1325	7	Asteraceae	Pericallis	Pericallis × hybrida	Pericallis x hybrida 'Senetti Violet Bicolor'	0.05	10				0			NA	NA		
GBOIS	A	26/04/	117	1325	7	Primulaceae	Primula	Primula vulgaris	Primula vulgaris 'Butterscotch'	0.36	27				0			NA	NA		
GBOIS	A	26/04/	117	1325	7	Primulaceae	Primula	Primula vulgaris		0.16	8				0			NA	NA		
GBOIS	A	26/04/	117	1325	7	Ericaceae	Rhododendron	Rhododendron × kosteranum	synonym: Rhododendron mollis, Mollis Azalea	0.1	12	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum sp.			NA	NA	Yes (Photo)	
GBOIS	A	26/04/	117	1325	7	Caryophyllaceae	Silene	Silene dioica		0.15	27	Hymenoptera	Megachilidae	Osmia	Osmia bicornis	M		NA	NA		
GBOIS	A	26/04/	117	1325	7	Asteraceae	Taraxacum	Taraxacum agg.		0.09	5	Hymenoptera	Megachilidae	Osmia	Osmia bicornis	M		NA	NA		
GBOIS	A	25/04/	116	1251	7	Asteraceae	Centaurea	Centaurea scabiosa		0.03	1				0			NA	NA		
GBOIS	A	25/04/	116	1251	7	Papaveraceae	Corydalis	Corydalis flexuosa		0.11	11				0			NA	NA		
GBOIS	A	25/04/	116	1251	7	Papaveraceae	Corydalis	Corydalis temulifolia	Corydalis temulifolia 'Chocolate Stars'	0.57	33				0			NA	NA		
GBOIS	A	25/04/	116	1251	7	Berberidaceae	Epimedium	Epimedium × youngianum	Epimedium x youngianum 'Niveum'	0.2	11				0			NA	NA		
GBOIS	A	25/04/	116	1251	7	Rosaceae	Fragaria	Fragaria vesca		0.05	6				0			NA	NA		
GBOIS	A	25/04/	116	1251	7	Liliaceae	Fritillaria	Fritillaria meleagris		0.05	2				0			NA	NA		
GBOIS	A	25/04/	116	1251	7	Asparagaceae	Hyacinthoides	Hyacinthoides non-scripta		0.07	11				0			NA	NA		
GBOIS	A	25/04/	116	1251	7	Papaveraceae	Lamprocapnos	Lamprocapnos spectabilis		0.03	4				0			NA	NA		
GBOIS	A	25/04/	116	1251	7	Brassicaceae	Lunaria	Lunaria annua		0.06	16				0			NA	NA		
GBOIS	A	25/04/	116	1251	7	Oxalidaceae	Oxalis	Oxalis oregana		0.03	3				0			NA	NA		
GBOIS	A	25/04/	116	1251	7	Asteraceae	Pericallis	Pericallis × hybrida	Pericallis x hybrida 'Senetti Violet Bicolor'	0.05	11				0			NA	NA		
GBOIS	A	25/04/	116	1251	7	Primulaceae	Primula	Primula vulgaris	Primula vulgaris 'Butterscotch'	0.38	28				0			NA	NA		
GBOIS	A	25/04/	116	1251	7	Primulaceae	Primula	Primula vulgaris		0.17	10				0			NA	NA		
GBOIS	A	25/04/	116	1251	7	Ericaceae	Rhododendron	Rhododendron × kosteranum	synonym: Rhododendron mollis, Mollis Azalea	0.05	6				0			NA	NA		
GBOIS	A	25/04/	116	1251	7	Caryophyllaceae	Silene	Silene dioica		0.13	24				0			NA	NA		
GBOIS	A	25/04/	116	1251	7	Asteraceae	Taraxacum	Taraxacum agg.		0.09	5				0			NA	NA		
GBOIS	A	25/04/	116	1348	6	Asteraceae	Centaurea	Centaurea scabiosa		0.03	1				0			NA	NA		
GBOIS	A	25/04/	116	1348	6	Papaveraceae	Corydalis	Corydalis flexuosa		0.11	11				0			NA	NA		
GBOIS	A	25/04/	116	1348	6	Papaveraceae	Corydalis	Corydalis temulifolia	Corydalis temulifolia 'Chocolate Stars'	0.57	33	Hymenoptera	Apidae	Bombus	Bombus terrestris/lucorum agg.		Bombus terrestris	NA	NA		
GBOIS	A	25/04/	116	1348	6	Berberidaceae	Epimedium	Epimedium × youngianum	Epimedium x youngianum 'Niveum'	0.2	11				0			NA	NA		
GBOIS	A	25/04/	116	1348	6	Rosaceae	Fragaria	Fragaria vesca		0.05	6				0			NA	NA		
GBOIS	A	25/04/	116	1348	6	Liliaceae	Fritillaria	Fritillaria meleagris		0.05	2	Hymenoptera	Apidae	Bombus	Bombus terrestris/lucorum agg.		Bombus terrestris	NA	NA		
GBOIS	A	25/04/	116	1348	6	Asparagaceae	Hyacinthoides	Hyacinthoides non-scripta		0.07	11				0			NA	NA		
GBOIS	A	25/04/	116	1348	6	Papaveraceae	Lamprocapnos	Lamprocapnos spectabilis		0.03	4				0			NA	NA		
GBOIS	A	25/04/	116	1348	6	Brassicaceae	Lunaria	Lunaria annua		0.06	16				0			NA	NA		
GBOIS	A	25/04/	116	1348	6	Oxalidaceae	Oxalis	Oxalis oregana		0.03	3				0			NA	NA		
GBOIS	A	25/04/	116	1348	6	Asteraceae	Pericallis	Pericallis × hybrida	Pericallis x hybrida 'Senetti Violet Bicolor'	0.05	11				0			NA	NA		
GBOIS	A	25/04/	116	1348	6	Primulaceae	Primula	Primula vulgaris	Primula vulgaris 'Butterscotch'	0.38	28				0			NA	NA		
GBOIS	A	25/04/	116	1348	6	Primulaceae	Primula	Primula vulgaris		0.17	10				0			NA	NA		
GBOIS	A	25/04/	116	1348	6	Ericaceae	Rhododendron	Rhododendron × kosteranum	synonym: Rhododendron mollis, Mollis Azalea	0.05	6				0			NA	NA		
GBOIS	A	25/04/	116	1348	6	Caryophyllaceae	Silene	Silene dioica		0.13	24				0			NA	NA		
GBOIS	A	25/04/	116	1348	6	Asteraceae	Taraxacum	Taraxacum agg.		0.09	5				0			NA	NA		
GBOIS	A	24/04/	115	1133	6	Asteraceae	Centaurea	Centaurea scabiosa		0.03	1				0			NA	NA		
GBOIS	A	24/04/	115	1133	6	Papaveraceae	Corydalis	Corydalis flexuosa		0.12	12				0			NA	NA		
GBOIS	A	24/04/	115	1133	6	Papaveraceae	Corydalis	Corydalis temulifolia	Corydalis temulifolia 'Chocolate Stars'	0.6	35				0			NA	NA		
GBOIS	A	24/04/	115	1133	6	Berberidaceae	Epimedium	Epimedium × youngianum	Epimedium x youngianum 'Niveum'	0.2	12				0			NA	NA		
GBOIS	A	24/04/	115	1133	6	Rosaceae	Fragaria	Fragaria vesca		0.04	4				0			NA	NA		
GBOIS	A	24/04/	115	1133	6	Liliaceae	Fritillaria	Fritillaria meleagris		0.05	2				0			NA	NA		
GBOIS	A	24/04/	115	1133	6	Asparagaceae	Hyacinthoides	Hyacinthoides non-scripta		0.07	11	Hymenoptera	Megachilidae	Osmia	Osmia bicornis	M		NA	NA		
GBOIS	A	24/04/	115	1133	6	Papaveraceae	Lamprocapnos	Lamprocapnos spectabilis		0.04	5				0			NA	NA		
GBOIS	A	24/04/	115	1133	6	Brassicaceae	Lunaria	Lunaria annua		0.06	15				0			NA	NA		
GBOIS	A	24/04/	115	1133	6	Oxalidaceae	Oxalis	Oxalis oregana		0.02	2				0			NA	NA		
GBOIS	A	24/04/	115	1133	6	Asteraceae	Pericallis	Pericallis × hybrida	Pericallis x hybrida 'Senetti Violet Bicolor'	0.05	11	Hymenoptera	Megachilidae	Osmia	Osmia bicornis	M		NA	NA		
GBOIS	A	24/04/	115	1133	6	Primulaceae	Primula	Primula vulgaris	Primula vulgaris 'Butterscotch'	0.39	29				0			NA	NA		
GBOIS	A	24/04/	115	1133	6	Primulaceae	Primula	Primula vulgaris		0.17	10				0			NA	NA		
GBOIS	A	24/04/	115	1133	6	Ericaceae	Rhododendron	Rhododendron × kosteranum	synonym: Rhododendron mollis, Mollis Azalea	0.03	5				0			NA	NA		
GBOIS	A	24/04/	115	1133	6	Caryophyllaceae	Silene	Silene dioica		0.12	22	Hymenoptera	Megachilidae	Osmia	Osmia bicornis	M		NA	NA		
GBOIS	A	24/04/	115	1133	6	Asteraceae	Taraxacum	Taraxacum agg.		0.02	5				0			NA	NA		
GBOIS	A	22/04/	113	1228	8	Asteraceae	Centaurea	Centaurea scabiosa		0.03	1				0			NA	NA		
GBOIS	A	22/04/	113	1228	8	Papaveraceae	Corydalis	Corydalis flexuosa		0.12	12				0			NA	NA		
GBOIS	A	22/04/	113	1228	8	Papaveraceae	Corydalis	Corydalis temulifolia	Corydalis temulifolia 'Chocolate Stars'	0.6	35				0			NA	NA		
GBOIS	A	22/04/	113	1228	8	Berberidaceae	Epimedium	Epimedium × youngianum	Epimedium x youngianum 'Niveum'	0.23	15				0			NA	NA		
GBOIS	A	22/04/	113	1228	8	Liliaceae	Fritillaria	Fritillaria meleagris		0.05	2				0			NA	NA		
GBOIS	A	22/04/	113	1228	8	Asparagaceae	Hyacinthoides	Hyacinthoides non-scripta		0.05	6	Diptera	Syrphidae		Syrphidae sp.		Platycheirus type	NA	NA	Yes (Photo)	
GBOIS	A	22/04/	113	1228	8	Papaveraceae	Lamprocapnos	Lamprocapnos spectabilis		0.04	5	Diptera	Syrphidae		Syrphidae sp.		Platycheirus type	NA	NA	Yes (Photo)	
GBOIS	A	22/04/	113	1228	8	Brassicaceae	Lunaria	Lunaria annua		0.05	7				0			NA	NA		
GBOIS	A	22/04/	113	1228	8	Oxalidaceae	Oxalis	Oxalis oregana		0.03	3				0			NA	NA		
GBOIS	A	22/04/	113	1228	8	Asteraceae	Pericallis	Pericallis × hybrida	Pericallis x hybrida 'Senetti Violet Bicolor'	0.06	12				0			NA	NA		
GBOIS	A	22/04/	113	1228	8	Primulaceae	Primula	Primula vulgaris	Primula vulgaris 'Butterscotch'	0.4	31				0			NA	NA		
GBOIS	A	22/04/	113	1228	8	Primulaceae	Primula	Primula vulgaris		0.18	11				0			NA	NA		
GBOIS	A	22/04/	113	1228	8	Caryophyllaceae	Silene	Silene dioica		0.2	21	Diptera	Syrphidae		Syrphidae sp.		Platycheirus type	NA	NA	Yes (Photo)	
GBOIS	A	22/04/	113	1228	8	Asteraceae	Taraxacum	Taraxacum agg.		0.06	6	Diptera	Syrphidae		Syrphidae sp.		Platycheirus type	NA	NA	Yes (Photo)	
GBOIS	A	21/04/	112	1205	5	Asteraceae	Centaurea	Centaurea scabiosa		0.03	1				0			NA	NA		
GBOIS	A	21/04/	112	1205	5	Papaveraceae	Corydalis	Corydalis flexuosa		0.12	13				0			NA	NA		
GBOIS	A	21/04/	112	1205	5	Papaveraceae	Corydalis	Corydalis temulifolia	Corydalis temulifolia 'Chocolate Stars'	0.6	36				0			NA	NA		
GBOIS	A	21/04/	112	1205	5	Berberidaceae	Epimedium	Epimedium × youngianum	Epimedium x youngianum 'Niveum'	0.23	15				0			NA	NA		
GBOIS	A	21/04/	112	1205	5	Liliaceae	Fritillaria	Fritillaria meleagris		0.05	3				0			NA	NA		
GBOIS	A	21/04/	112	1205	5	Asparagaceae	Hyacinthoides	Hyacinthoides non-scripta		0.03	3				0			NA	NA		
GBOIS	A	21/04/	112	1205	5	Papaveraceae	Lamprocapnos	Lamprocapnos spectabilis		0.02	4				0			NA	NA		
GBOIS	A	21/04/	112	1205	5	Brassicaceae	Lunaria	Lunaria annua		0.02	4				0			NA	NA		
GBOIS	A	21/04/	112	1205	5	Oxalidaceae	Oxalis	Oxalis oregana		0.03	3				0			NA	NA		
GBOIS	A	21/04/	112	1205	5	Asteraceae	Pericallis	Pericallis × hybrida	Pericallis x hybrida 'Senetti Violet Bicolor'	0.25	15				0			NA	NA		
GBOIS	A	21/04/	112	1205	5	Primulaceae	Primula	Primula vulgaris	Primula vulgaris 'Butterscotch'	0.4	31				0			NA	NA		
GBOIS	A	21/04/	112	1205	5	Primulaceae	Primula	Primula vulgaris		0.2	12				0			NA	NA		
GBOIS	A	21/04/	112	1205	5	Caryophyllaceae	Silene	Silene dioica		0.19	17				0			NA	NA		
GBOIS	A	21/04/	112	1205	5	Asteraceae	Taraxacum	Taraxacum agg.		0.07	7				0			NA	NA		
GBOIS	A	20/04/	111	1115	10	Asteraceae	Centaurea	Centaurea scabiosa		0.03	1				0			NA	NA		
GBOIS	A	20/04/	111	1115	10	Papaveraceae	Corydalis	Corydalis flexuosa		0.13	13				0			NA	NA		
GBOIS	A	20/04/	111	1115	10	Papaveraceae	Corydalis	Corydalis temulifolia	Corydalis temulifolia 'Chocolate Stars'	0.6	38				0			NA	NA		
GBOIS	A	20/04/	111	1115	10	Berberidaceae	Epimedium	Epimedium × youngianum	Epimedium x youngianum 'Niveum'	0.25	16				0			NA	NA		
GBOIS	A	20/04/	111	1115	10	Liliaceae	Fritillaria	Fritillaria meleagris		0.05	3				0			NA	NA		
GBOIS	A	20/04/	111	1115	10	Papaveraceae	Lamprocapnos	Lamprocapnos spectabilis		0.02	4				0			NA	NA		
GBOIS	A	20/04/	111	1115	10	Brassicaceae	Lunaria	Lunaria annua		0.01	3				0			NA	NA		
GBOIS	A	20/04/	111	1115	10	Oxalidaceae	Oxalis	Oxalis oregana		0.04	4				0			NA	NA		
GBOIS	A	20/04/	111	1115	10	Asteraceae	Pericallis	Pericallis × hybrida	Pericallis x hybrida 'Senetti Violet Bicolor'	0.25	15				0			NA	NA		
GBOIS	A	20/04/	111	1115	10	Primulaceae	Primula	Primula vulgaris	Primula vulgaris 'Butterscotch'	0.4	32				0			NA	NA		
GBOIS	A	20/04/	111	1115	10	Primulaceae	Primula	Primula vulgaris		0.2	12				0			NA	NA		
GBOIS	A	20/04/	111	1115	10	Caryophyllaceae	Silene	Silene dioica		0.1	15				0			NA	NA		
GBOIS	A	20/04/	111	1115	10	Asteraceae	Taraxacum	Taraxacum agg.		0.07	7	Diptera	Syrphidae	Syrphus	Syrphus sp.			NA	NA	Yes (Photo)	
GBOIS	A	19/04/	110	1259	10	Asteraceae	Centaurea	Centaurea scabiosa		0.03	1	Hymenoptera	Apidae	Bombus	Bombus pascuorum			NA	NA	Yes (Photo)	
GBOIS	A	19/04/	110	1259	10	Papaveraceae	Corydalis	Corydalis flexuosa		0.13	13	Hymenoptera	Apidae	Bombus	Bombus terrestris/lucorum agg.		Bombus terrestris	NA	NA	Yes (Photo)	
GBOIS	A	19/04/	110	1259	10	Papaveraceae	Corydalis	Corydalis temulifolia	Corydalis temulifolia 'Chocolate Stars'	0.6	38				0			NA	NA		
GBOIS	A	19/04/	110	1259	10	Berberidaceae	Epimedium	Epimedium × youngianum	Epimedium x youngianum 'Niveum'	0.25	16				0			NA	NA		
GBOIS	A	19/04/	110	1259	10	Liliaceae	Fritillaria	Fritillaria meleagris		0.05	3				0			NA	NA		
GBOIS	A	19/04/	110	1259	10	Papaveraceae	Lamprocapnos	Lamprocapnos spectabilis		0.02	4				0			NA	NA		
GBOIS	A	19/04/	110	1259	10	Brassicaceae	Lunaria	Lunaria annua		0.02	3				0			NA	NA		
GBOIS	A	19/04/	110	1259	10	Oxalidaceae	Oxalis	Oxalis oregana		0.04	4				0			NA	NA		
